"director","title_count"
"James Haslam","1"
"Kate Horne","1"
"Juan José Campanella","1"
"Lionel C. Martin","1"
"Julien Seri","1"
"Michael Bonfiglio","1"
"David Lee Miller","1"
"Kenneth Müller","1"
"Sam Cullman","1"
"Saravana Rajendran","1"
"David Leveaux","1"
"Stefan Brogren","1"
"Peter Fison","1"
"Donald Petrie","1"
"Jon Carey, Adam Darke","1"
"Gustavo Ron","1"
"Julia Hart","1"
"Shashanka Ghosh","1"
"Bedabrata Pain","1"
"Henry Hathaway","1"
"Y. Joon Chung","1"
"Mike Rossiter","1"
"Bruce Robinson","1"
"Timo Tjahjanto, Kimo Stamboel","1"
"Chakri Toleti","1"
"Manjeet Maan","1"
"Asim Abbasi","1"
"Sam Loh","1"
"Tony Zierra","1"
"Conrad Helten, Ezekiel Norton, Michael Goguen","1"
"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee","1"
"Keiko Yagi","1"
"David Bruckner","1"
"David Morris, Jacqui Morris","1"
"Roy Campanella II","1"
"Juan Manuel Cotelo","1"
"Merawi Gerima","1"
"Erik Matti","1"
"Paakhi Tyrewala","1"
"Mark Osborne","1"
"Pieter Kuijpers","1"
"Alankrita Shrivastava","1"
"Greg Mottola","1"
"Nic Mathieu","1"
"Ari Folman","1"
"Anand Tiwari","1"
"Marek Piwowski","1"
"Ti West","1"
"Tommy Avallone","1"
"Llewellyn M. Smith","1"
"Debbie Allen","1"
"Noah Baumbach, Jake Paltrow","1"
"Padraic McKinley","1"
"John Banas","1"
"Ahmad Samir Farag","1"
"James Woodroffe","1"
"QLF","1"
"Tommy O'Haver","1"
"Nicole Conn","1"
"Digo Ricio","1"
"V C Abhilash","1"
"Wim Bonte","1"
"Mukesh Vohra","1"
"Rolfe Kanefsky","1"
"Barney Clay","1"
"Michael Lennox","1"
"Afonso Poyart","1"
"Andy Caballero, Diego Corsini","1"
"Martha Coolidge","1"
"Castille Landon","1"
"Chris Burkard","1"
"Stephen Gyllenhaal","1"
"Falz","1"
"Jean-Pierre Devillers","1"
"Kuntz Agus","1"
"Michael Spierig, Peter Spierig","1"
"Felix Van Groeningen, Felix van Groeningen","1"
"Fouad El-Mohandes","1"
"Raz Degan","1"
"Thurop Van Orman, John Rice","1"
"Michael Kampa","1"
"Andrew Renzi","1"
"Charles Martin Smith","1"
"James Watkins","1"
"Steven Rinella","1"
"Kirk Wise","1"
"Alice Rohrwacher","1"
"Fernando Sariñana, José Luis Gutiérrez","1"
"Manika Sharma","1"
"Jakob Verbruggen","1"
"Anders Falck, Stinus Morell Vithner","1"
"Rob Epstein, Jeffrey Friedman","1"
"Shonali Bose","1"
"Chad Hartigan","1"
"Marti Noxon","1"
"Chris Bell","1"
"Yacine Belhousse","1"
"Chris Roland, Maradona Dias Dos Santos","1"
"Gabe Ibáñez","1"
"Bo Burnham","1"
"Charles Gozali, Bagus Bramanti","1"
"Andrew Lau Wai-Keung, Alan Mak","1"
"Michael A. Nickles","1"
"Sam Dunn","1"
"Michael Winterbottom","1"
"Mick Grogan","1"
"John Herzfeld","1"
"Jeff Garlin","1"
"Anil V. Kumar","1"
"Ham Tran","1"
"Indrajit Nattoji","1"
"Erik Nelson","1"
"William Friedkin","1"
"Gaurav Bavdankar","1"
"Thomas Carter","1"
"Roland Emmerich","1"
"Bhagyaraj","1"
"Takeru Nakajima, Yoshiyuki Okada","1"
"Kristian Levring","1"
"Luis Lopez, Clay Tweel","1"
"Kiran Rao","1"
"Rakesh Ranjan Kumar","1"
"Juani Libonatti","1"
"Scot Armstrong","1"
"Clive Tonge","1"
"Roman Gackowski","1"
"Saara Cantell","1"
"Julia Knowles","1"
"Ken Burns, Christopher Loren Ewers, Erik Ewers","1"
"Paco Aguilar","1"
"Osman Ali","1"
"César Rodrigues","1"
"Aruna Raje","1"
"Gerard McMurray","1"
"Roger Spottiswoode","1"
"Peter Pardini","1"
"Manjeet Singh","1"
"Manatsanun Phanlerdwongsakul","1"
"Samar Shaikh","1"
"Anthony Pierce","1"
"J.C. Falcón","1"
"Dustin Nguyen","1"
"Brant Sersen","1"
"Massy Tadjedin","1"
"Isabel Sandoval","1"
"Storm Theunissen","1"
"George Miller","1"
"Daniel Oriahi","1"
"Radha Blank","1"
"Jared Stern","1"
"Frant Gwo","1"
"Go Koga","1"
"Benny Safdie, Josh Safdie","1"
"Francesco Amato","1"
"Ken Barbet","1"
"Marcel Barrena","1"
"Justin McConnell","1"
"Will Eisenberg","1"
"Tan Bing","1"
"Kushal Srivastava","1"
"Pascal Blanchard, Sonia Dauger, David Dietz","1"
"Storm Saulter","1"
"Pradip Kurbah","1"
"Francesco Carnesecchi","1"
"Luis Javier Henaine","1"
"Vinod Kapri","1"
"Valli Bindana","1"
"Troy Nixey","1"
"Thomas Sieben","1"
"Selçuk Aydemir","1"
"Josh Safdie, Benny Safdie","1"
"Kurt Wimmer","1"
"Justin Bare, Matthew Miele","1"
"Peter Ho","1"
"Pablo Lejarreta, Luis Alfaro","1"
"Sohail Tatari","1"
"Constance Marks","1"
"Elías León","1"
"Karan Bali","1"
"Daniel Ablin","1"
"Ben Brewer, Alex Brewer","1"
"Atul Malhotra","1"
"Yvan Attal","1"
"Christian Desmares, Franck Ekinci","1"
"Kumaran","1"
"Sanjeev Gupta","1"
"Jayaprakash Radhakrishnan","1"
"Chia Tang","1"
"Noor Imran Mithu","1"
"Larry Elikann","1"
"Dan Fraga, William Lau","1"
"Dar Gai","1"
"Andrew Sandler","1"
"Sneha Taurani","1"
"Chang Chin-jung, Chen Rong-hui","1"
"Parthiban","1"
"Samuel D. Pollard","1"
"Stephan Rick","1"
"Matei Dima","1"
"Liam O'Donnell","1"
"Marco Deufemia, Justin G. Dyck","1"
"Chris Sparling","1"
"James Lee","1"
"Adam Bolt","1"
"Mohammed El-Tahawy, Mohamed Mostafa","1"
"Roberto Girault Facha","1"
"Jonathan A. Rosenbaum","1"
"Farhan Alam","1"
"Fouad Al Shatti","1"
"Sam Blitz Bazawule","1"
"Jen McGowan","1"
"Edward Ellis, Flor Salcedo, Aaron Woolf","1"
"Sooni Taraporevala","1"
"Akshay Akkineni","1"
"Mike Mills","1"
"Miguel Ángel Lamata","1"
"Tanit Jitnukul","1"
"Vrinda Samartha","1"
"Norihisa Hiranuma","1"
"Jacob LaMendola","1"
"Azfar Jafri","1"
"Ding Sheng","1"
"Oliver Bokelberg","1"
"Steve Gukas","1"
"Fred Cavayé","1"
"Steve Antin","1"
"Aniruddha Roy Chowdhury","1"
"Jennifer Brea","1"
"Ted Geoghegan","1"
"Michael Fahey","1"
"Nonzee Nimibutr","1"
"Adam Del Giudice","1"
"Arthur Penn","1"
